,Arolla / Météo1 (Arolla - Température - C°),C: Arolla / Météo1 (Arolla - Température - C°) (1. Année précédente),C: Arolla / Météo1 (Arolla - Température - C°) (2. Année précédente),C: Arolla / Météo1 (Arolla - Température - C°) (3. Année précédente),C: Arolla / Météo1 (Arolla - Température - C°) (4. Année précédente)
5/31/2019 13:45,18.275,12.401645,23.265745,16.153389,17.956594
5/31/2019 14:00,18.275,10.062,24.294001,16.106428,18.049999
5/31/2019 14:15,18.275,10.434167,24.294001,15.65475,18.135294
5/31/2019 14:30,18.9,11.901656,22.775,14.163778,18.735544
5/31/2019 14:45,19.174999,13.915519,23.762499,12.775539,17.768999
5/31/2019 15:00,19.174999,13.601961,23.9,11.806,17.768999
5/31/2019 15:15,19.244038,14.731,23.9,12.815611,15.070345
5/31/2019 15:30,19.906,16.410999,23.35956,13.944,14.675
5/31/2019 15:45,19.906,16.887089,22.425383,12.088,15.471721
5/31/2019 16:00,19.906,16.587,23.450001,11.919,15.519
5/31/2019 16:15,19.943211,17.906376,22.4946,12.32775,15.943106
5/31/2019 16:30,20.299999,17.490868,23.9,12.594,19.006001
5/31/2019 16:45,20.327227,16.981001,23.9,12.594,19.731001
5/31/2019 17:00,20.469,16.981001,24.266161,10.6315,18.68236
5/31/2019 17:15,20.469,16.757639,20.468689,9.950072,18.338249
5/31/2019 17:30,19.773317,15.322634,19.85,9.613,17.712
5/31/2019 17:45,19.149555,14.956,20.461056,9.248712,17.578817
5/31/2019 18:00,19.455999,16.457779,21.143999,8.937,17.319
5/31/2019 18:15,19.238243,17.370083,21.335583,8.937,18.370838
5/31/2019 18:30,18.5,17.457289,18.697044,8.937,17.431
5/31/2019 18:45,18.5,17.768999,16.924999,8.937,17.431
5/31/2019 19:00,18.5,16.069,19.789339,8.728978,17.08725
5/31/2019 19:15,16.7875,15.040751,20.399767,7.925,15.532072
5/31/2019 19:30,15.096933,13.606,17.857967,7.234949,13.182728
5/31/2019 19:45,12.191672,11.492167,16.319283,6.946272,12.2
5/31/2019 20:00,11.139999,11.3,15.648883,6.463,11.484838
5/31/2019 20:15,10.625,11.3,15.04375,6.122072,11.019
5/31/2019 20:30,10.02125,9.96625,14,5.9,11.019
5/31/2019 20:45,9.52625,6.90685,13.21,5.863456,10.275143
5/31/2019 21:00,9.057244,5.562,12.55,5.394,9.983273
5/31/2019 21:15,8.319,5.562,12.2,5.220511,9.5
5/31/2019 21:30,7.845422,5.562,11.187,4.55,8.921088
5/31/2019 21:45,7.475,4.836211,10.572,4.55,8.544
5/31/2019 22:00,6.687,4.646989,10.287,4.044,8.270249
5/31/2019 22:15,6.571744,4.213,10.146444,4.044,7.869
5/31/2019 22:30,6.181,4.213,9.781,4.044,7.869
5/31/2019 22:45,6.065745,4.066344,9.741972,4.044,7.659228
5/31/2019 23:00,5.675,3.819,9.5,4.044,7.25
5/31/2019 23:15,5.675,3.770606,9.31625,4.044,6.585
5/31/2019 23:30,5.675,3.538,8.825,4.044,6.35
5/31/2019 23:45,5.338,3.659767,8.825,4.044,6.35
6/1/2019 0:00,5.338,4.422572,9.613,4.044,6.723878
6/1/2019 0:15,5.338,5.45,9.613,4.044,6.856
6/1/2019 0:30,5.338,5.45,9.613,4.269,6.856
6/1/2019 0:45,5.090655,5.45,9.613,4.269,6.856
6/1/2019 1:00,4.944,5.40625,9.613,4.232456,6.431894
6/1/2019 1:15,4.944,4.325,9.613,3.763,6.069
6/1/2019 1:30,4.944,3.738889,9.421467,3.763,5.169
6/1/2019 1:45,4.908978,3.481,8.937,3.763,5.169
6/1/2019 2:00,4.55,3.481,8.937,3.59675,5.169
6/1/2019 2:15,4.504728,3.4335,8.668449,3.538,4.58025
6/1/2019 2:30,4.269,3.031,8.544,3.538,4.494
6/1/2019 2:45,4.269,3.031,8.544,3.538,4.741728
6/1/2019 3:00,4.269,3.031,8.222233,3.538,5.225
6/1/2019 3:15,4.2265,3.031,8.15,3.461233,5.225
6/1/2019 3:30,3.819,3.031,8.15,3.256,5.225
6/1/2019 3:45,3.819,4.030255,7.8175,3.256,5.225
6/1/2019 4:00,3.819,4.325,7.7,3.256,5.225
6/1/2019 4:15,3.819,4.296833,7.624889,3.256,5.225
6/1/2019 4:30,3.4765,3.987,7.362,3.256,5.225
6/1/2019 4:45,3.369,3.987,6.95995,3.256,5.225
6/1/2019 5:00,3.369,3.987,6.631,3.256,5.225
6/1/2019 5:15,3.369,3.987,6.35725,3.256,4.767628
6/1/2019 5:30,3.369,3.987,5.929767,3.256,4.606
6/1/2019 5:45,3.369,3.2216,5.169,3.010906,4.606
6/1/2019 6:00,3.369,2.919,5.169,2.975,4.606
6/1/2019 6:15,3.369,2.919,5.169,2.975,4.743744
6/1/2019 6:30,3.369,2.356,5.169,2.975,5.112
6/1/2019 6:45,3.369,2.356,5.169,2.975,5.454289
6/1/2019 7:00,3.369,2.356,5.169,2.975,5.956
6/1/2019 7:15,3.706,2.356,5.995467,2.975,6.856
6/1/2019 7:30,3.706,2.356,6.532667,2.975,6.856
6/1/2019 7:45,4.253222,2.4285,7.232133,2.975,7.531
6/1/2019 8:00,4.494,2.806,7.981,3.824583,7.531
6/1/2019 8:15,4.494,2.9158,8.956013,4.084772,7.531
6/1/2019 8:30,4.809345,3.538,9.049023,4.494,7.360839
6/1/2019 8:45,5.056,4.0719,9.613,5.502172,7.25
6/1/2019 9:00,5.279528,4.381,10.076651,5.296611,7.25
6/1/2019 9:15,6.121695,4.68475,10.456,5,8.152447
6/1/2019 9:30,10.434273,7.2281,10.777101,5,9.446117
6/1/2019 9:45,15.396527,11.33125,11.087889,5.956253,12.748305
6/1/2019 10:00,16.440561,12.250567,11.525,7.306,14.506123
6/1/2019 10:15,17.097923,13.207578,12.2,8.987994,14.937383
6/1/2019 10:30,18.219,14,14.2052,9.94375,16.136999
6/1/2019 10:45,18.219,15.122373,15.969,9.05,14.979177
6/1/2019 11:00,17.559313,15.519,15.969,9.05,14.225
6/1/2019 11:15,18.417334,15.922466,16.622366,11.984138,16.348305
6/1/2019 11:30,18.623262,16.943216,18.769999,15.454144,17.15
6/1/2019 11:45,19.231001,17.544001,17.205999,16.549789,17.314028
6/1/2019 12:00,19.633499,17.544001,17.205999,18.671499,18.330999
6/1/2019 12:15,19.681,17.954988,18.416,17.107132,17.877251
6/1/2019 12:30,19.681,17.141199,20.492771,16.136999,20.786144
6/1/2019 12:45,20.671021,15.687,20.246399,16.316721,19.407
6/1/2019 13:00,20.694,15.687,19.82,17.431,20.150305
6/1/2019 13:15,20.694,16.410999,20.299999,14.960999,20.413
6/1/2019 13:30,20.851673,16.913061,21.811422,12.931,19.910921
6/1/2019 13:45,20.975,16.426001,22.493999,12.86975,19.174999
6/1/2019 14:00,20.975,16.283739,22.593555,12.588917,19.174999
6/1/2019 14:15,21.441038,16.516829,19.4935,11.863,19.174999
6/1/2019 14:30,21.538,17.438534,18.330999,12.491978,18.644484
6/1/2019 14:45,21.538,17.080999,17.820999,13.520005,18.424583
6/1/2019 15:00,22.437,18.045195,17.035912,12.988,17.701794
6/1/2019 15:15,22.437,19.4,15.912,13.996172,17.898806
6/1/2019 15:30,22.532673,19.210922,15.912,12.927344,16.539251
6/1/2019 15:45,22.515806,16.904217,17.764912,12.660472,16.271345
6/1/2019 16:00,22.018368,18.910383,18.330156,12.031,16.136999
6/1/2019 16:15,23.57975,16.402601,15.9732,11.825788,16.136999
6/1/2019 16:30,22.241066,17.000566,15.912,12.118327,16.136999
6/1/2019 16:45,23.113001,17.329498,15.942044,12.988,16.136999
6/1/2019 17:00,22.715206,16.0728,15.830456,12.104439,15.305461
6/1/2019 17:15,21.761999,15.633433,14.871445,11.25,14.9
6/1/2019 17:30,21.761999,15.2305,14,11.075,14.9
6/1/2019 17:45,21.826233,14.338,13.186422,11.075,14.675
6/1/2019 18:00,22.044001,15.065762,12.819,10.904839,14.051378
6/1/2019 18:15,22.044001,14.407722,12.819,10.794,13.831
6/1/2019 18:30,21.728096,13.541901,12.819,10.29525,13.193406
6/1/2019 18:45,21.128189,13.213,13.348039,9.421678,13.1
6/1/2019 19:00,20.431501,12.781366,14.489883,7.402405,13.1
6/1/2019 19:15,18.837749,12.31625,13.328533,6.079158,13.1
6/1/2019 19:30,17.283617,11.975,12.594,6.013,13.1
6/1/2019 19:45,14.064122,11.934389,11.661594,5.808322,12.657339
6/1/2019 20:00,13,11.244,11.525,5.675,12.072134
6/1/2019 20:15,12.425,10.399834,11.525,5.567745,11.637
6/1/2019 20:30,11.877778,9.762111,11.183822,5.281,10.767817
6/1/2019 20:45,11.637,9.387,10.344,5.281,9.549433
6/1/2019 21:00,11.137444,9.387,9.858067,5.281,8.70575
6/1/2019 21:15,10.230833,9.043555,9.450999,5.035905,7.904222
6/1/2019 21:30,9.617,8.825,8.881,5,7.081
6/1/2019 21:45,9.137,8.825,8.389606,5,7.081
6/1/2019 22:00,8.262,8.343322,8.15,5,7.419
6/1/2019 22:15,8.262,8.262,8.15,5,7.419
6/1/2019 22:30,7.644,7.947467,8.15,5,7.419
6/1/2019 22:45,7.644,7.588,7.641045,5,7.419
6/1/2019 23:00,7.553295,7.588,7.531,4.969511,7.929483
6/1/2019 23:15,7.081,7.456167,7.298844,4.888,8.262
6/1/2019 23:30,7.081,7.362,7.194,4.888,7.955589
6/1/2019 23:45,7.081,7.362,7.356355,4.888,7.756
6/2/2019 0:00,7.025622,7.227983,7.756,4.516071,7.756
6/2/2019 0:15,6.969,6.631,7.756,4.494,7.709195
6/2/2019 0:30,6.721655,6.631,7.443295,4.494,7.419
6/2/2019 0:45,6.575,6.631,6.885,4.494,7.419
6/2/2019 1:00,6.575,6.541,6.125,4.41775,7.419
6/2/2019 1:15,6.575,5.731,6.046289,4.269,7.419
6/2/2019 1:30,6.5025,5.3935,5.619,4.269,7.211372
6/2/2019 1:45,6.125,5.056,5.619,4.269,7.138
6/2/2019 2:00,6.125,4.956089,5.202133,4.269,7.138
6/2/2019 2:15,6.125,4.494,5.112,4.269,7.138
6/2/2019 2:30,6.125,4.654,5.112,4.269,7.138
6/2/2019 2:45,5.976011,5.394,4.974667,4.269,6.99925
6/2/2019 3:00,5.619,5.394,4.494,4.269,6.463
6/2/2019 3:15,5.619,5.394,4.494,4.269,6.463
6/2/2019 3:30,5.519478,4.877533,4.490233,4.173433,6.463
6/2/2019 3:45,5.281,4.662,4.381,3.987,6.463
6/2/2019 4:00,5.281,4.574856,4.341,3.987,6.463
6/2/2019 4:15,5.281,4.156,3.931,3.987,5.787
6/2/2019 4:30,5.1292,4.156,3.931,3.987,5.302539
6/2/2019 4:45,4.775,4.106,3.931,3.987,4.888
6/2/2019 5:00,4.775,3.706,3.931,3.987,4.524694
6/2/2019 5:15,4.775,3.706,3.931,3.757517,4.8945
6/2/2019 5:30,4.775,4.662,3.931,3.144,5.787
6/2/2019 5:45,4.775,5.098067,3.831089,3.144,5.246872
6/2/2019 6:00,4.775,5.506,3.763711,3.144,4.684361
6/2/2019 6:15,4.775,5.506,4.381,3.144,4.269
6/2/2019 6:30,4.725239,5.281,4.381,3.144,4.269
6/2/2019 6:45,4.606,4.606,4.381,3.551611,4.269
6/2/2019 7:00,4.606,4.606,4.381,3.65,4.711661
6/2/2019 7:15,4.606,4.606,4.381,4.028461,5
6/2/2019 7:30,4.895545,4.276317,4.381,4.213,5.717306
6/2/2019 7:45,5.112,4.213,4.573017,4.39675,7.388183
6/2/2019 8:00,5.17575,4.213,4.662,4.888,7.812
6/2/2019 8:15,5.787,4.370422,4.662,4.888,8.319
6/2/2019 8:30,5.787,4.719,4.662,5.206121,8.434523
6/2/2019 8:45,6.439289,4.719,4.891089,5.225,9.193238
6/2/2019 9:00,7.598961,5.081633,5.338,5.225,10.4
6/2/2019 9:15,8.790434,5.225,5.40825,5.844,10.4
6/2/2019 9:30,12.1715,8.59615,8.760289,5.844,10.885522
6/2/2019 9:45,16.767355,14.088266,14.9825,5.844,12.762
6/2/2019 10:00,16.962223,15.5132,17.15,5.692033,14.212
6/2/2019 10:15,17.488001,15.8,17.15,5.562,14.031483
6/2/2019 10:30,17.873121,15.8,17.15,5.562,14
6/2/2019 10:45,18.041788,16.55625,17.15,5.562,15.354805
6/2/2019 11:00,18.5,17.192266,17.867306,5.71325,17.594
6/2/2019 11:15,19.305,17.768999,19.258533,5.787,17.025143
6/2/2019 11:30,19.4,19.000847,19.625,5.650328,20.326738
6/2/2019 11:45,19.4,19.728167,20.525,5.45,21.258028
6/2/2019 12:00,19.929844,20.243999,20.599356,5.45,20.962372
6/2/2019 12:15,20.243999,20.243999,21.481001,6.013,19.205589
6/2/2019 12:30,20.448999,19.9615,22.052301,6.013,21.88555
6/2/2019 12:45,21.143999,19.794001,22.663,6.390789,20.061895
6/2/2019 13:00,21.143999,19.989985,22.477589,7.520144,21.143999
6/2/2019 13:15,21.143999,20.863001,22.333982,7.981,21.339277
6/2/2019 13:30,21.376604,20.863001,22.775,7.290611,22.768749
6/2/2019 13:45,21.424999,20.316217,22.775,6.310772,23.497255
6/2/2019 14:00,21.424999,20.20475,22.775,5.506,21.45525
6/2/2019 14:15,21.434366,20.580999,22.775,5.506,21.143999
6/2/2019 14:30,21.705999,20.580999,22.496698,5.506,22.315683
6/2/2019 14:45,21.928499,20.580999,22.268999,5.506,22.886999
6/2/2019 15:00,22.71225,20.580999,23,5.506,21.481001
6/2/2019 15:15,23.281,18.877777,23,5.506,21.481001
6/2/2019 15:30,23.281,19.9405,22.555,5.471467,21.179857
6/2/2019 15:45,22.773361,21.031,21.106251,5.615294,19.713751
6/2/2019 16:00,22.901388,20.82469,18.739285,6.687,20.717388
6/2/2019 16:15,23.056,20.187,17.11025,6.687,19.605633
6/2/2019 16:30,23.178055,19.569933,15.790177,6.687,20.574501
6/2/2019 16:45,23.393999,18.917377,14.5233,6.76825,20.63825
6/2/2019 17:00,23.393999,18.275,11.298183,7.812,18.951544
6/2/2019 17:15,22.744205,18.275,11.075,7.982767,19.174999
6/2/2019 17:30,21.924955,19.65589,11.870977,7.515089,19.55625
6/2/2019 17:45,22.437,18.4245,11.944077,6.989528,20.824789
6/2/2019 18:00,22.586283,19.3153,11.075,6.069,21.594
6/2/2019 18:15,22.7265,18.844601,12.270312,5.723805,21.594
6/2/2019 18:30,21.594,17.205999,13.818017,5.338,21.005251
6/2/2019 18:45,21.594,16.912924,15.281133,5.52175,19.590816
6/2/2019 19:00,21.163227,15.579,16.531,6.013,18.7775
6/2/2019 19:15,20.131001,14.844,15.223,6.198584,19.451738
6/2/2019 19:30,18.781,14.844,13.936999,6.406,17.706711
6/2/2019 19:45,14.489439,14.844,13.662,6.406,14.684739
6/2/2019 20:00,13.020422,13.792816,13.060955,6.063711,12.979
6/2/2019 20:15,12.264999,13.103906,12.82135,5.468389,12.144
6/2/2019 20:30,11.75,12.27045,12.2,4.888,11.187
6/2/2019 20:45,11.485,11.863,11.871666,4.705094,10.642
6/2/2019 21:00,10.85,11.6312,11.070967,4.437,10.287
6/2/2019 21:15,10.145178,11.131,9.5828,4.437,9.788989
6/2/2019 21:30,9.935205,10.139206,8.881,4.437,9.451022
6/2/2019 21:45,9.275,9.897,8.881,4.416706,8.825
6/2/2019 22:00,9.202499,9.387,8.881,4.156,8.634206
6/2/2019 22:15,8.825,9.115367,8.638499,4.156,8.262
6/2/2019 22:30,8.5425,8.825,8.431,4.156,8.071545
6/2/2019 22:45,8.375,8.825,8.431,4.156,7.7
6/2/2019 23:00,8.375,8.462178,8.431,4.156,7.7
6/2/2019 23:15,8.375,8.262,7.981,4.156,7.567306
6/2/2019 23:30,8.375,7.871255,7.981,4.156,7.419
6/2/2019 23:45,8.375,7.756,7.981,4.156,7.419
6/3/2019 0:00,8.375,7.756,7.981,4.156,7.0265
6/3/2019 0:15,8.375,7.756,7.981,4.156,6.969
6/3/2019 0:30,8.021561,7.756,7.981,4.156,6.969
6/3/2019 0:45,7.812,7.886506,7.981,4.156,6.331813
6/3/2019 1:00,7.812,7.925,7.981,4.156,6.294
6/3/2019 1:15,7.460484,7.925,7.981,4.156,6.294
6/3/2019 1:30,7.419,7.431067,8.154284,4.129556,6.294
6/3/2019 1:45,7.35275,6.969,8.262,4.1,6.294
6/3/2019 2:00,7.194,6.969,7.7565,4.1,6.089322
6/3/2019 2:15,7.194,6.969,7.588,4.1,5.956
6/3/2019 2:30,7.194,6.969,7.588,4.1,5.956
6/3/2019 2:45,7.065761,6.969,7.588,4.1,5.956
6/3/2019 3:00,6.631,6.969,7.839339,4.077289,5.956
6/3/2019 3:15,6.631,6.969,7.869,4.044,5.956
6/3/2019 3:30,6.606022,6.969,7.869,4.044,5.956
6/3/2019 3:45,6.35,6.969,7.869,4.044,5.956
6/3/2019 4:00,6.35,6.969,7.869,3.831604,5.956
6/3/2019 4:15,6.35,7.188896,7.832383,3.819,5.691144
6/3/2019 4:30,5.9,7.194,7.362,3.819,5.562
6/3/2019 4:45,5.9,7.763933,6.924778,3.819,5.562
6/3/2019 5:00,5.9,7.812,6.575,3.819,5.562
6/3/2019 5:15,5.9,7.100133,6.122278,3.819,5.562
6/3/2019 5:30,5.9,6.818955,5.834178,3.819,5.352566
6/3/2019 5:45,5.80375,6.125,5.394,3.819,4.996794
6/3/2019 6:00,5.675,6.125,5.394,3.819,5.675
6/3/2019 6:15,5.675,5.731,5.394,3.819,5.675
6/3/2019 6:30,5.675,5.731,5.28775,3.819,5.675
6/3/2019 6:45,5.893889,5.731,5.398756,3.819,5.675
6/3/2019 7:00,6.069,6.633711,6.036733,4.296654,5.675
6/3/2019 7:15,6.186772,6.8,7.081,4.325,5.675
6/3/2019 7:30,6.8,7.400156,7.821,4.325,5.711545
6/3/2019 7:45,6.8,8.070761,8.76225,4.529072,6.181
6/3/2019 8:00,6.8,9.03,9.94975,4.662,6.181
6/3/2019 8:15,7.047344,9.725,10.043445,5.285622,6.500578
6/3/2019 8:30,7.194,9.962283,9.387,5.506,7.235705
6/3/2019 8:45,7.948016,10.344,10.043667,5.506,7.756
6/3/2019 9:00,8.280494,10.344,10.796355,5.506,7.6335
6/3/2019 9:15,9.222922,10.344,11.356,5.506,7.306
6/3/2019 9:30,13.481739,10.574512,12.078089,5.506,10.121288
6/3/2019 9:45,17.345,12.026222,14.703356,5.132122,15.584111
6/3/2019 10:00,17.959934,15.012,13.55,5.715161,16.856251
6/3/2019 10:15,18.837,15.8591,15.219478,6.237911,18.387856
6/3/2019 10:30,18.837,17.594,18.854422,6.969,19.062
6/3/2019 10:45,19.579033,19.204721,18.784904,7.635606,19.062
6/3/2019 11:00,20.018999,20.121582,19.711906,9.245617,20.730261
6/3/2019 11:15,19.4,19.692156,21.392771,9.821022,19.174999
6/3/2019 11:30,19.952311,17.692801,21.145741,11.286461,19.856249
6/3/2019 11:45,20.660589,19.455999,18.333239,16.327168,20.299999
6/3/2019 12:00,21.368999,19.940884,16.136999,15.862928,22.378494
6/3/2019 12:15,21.792749,20.075001,15.490267,10.825975,21.85437
6/3/2019 12:30,22.044001,20.075001,16.554073,11.227944,21.627249
6/3/2019 12:45,22.044001,20.075001,15.575,18.042978,24.849232
6/3/2019 13:00,21.800251,20.343523,15.895,17.138849,23.029051
6/3/2019 13:15,21.368999,20.413,16.271944,12.711377,21.875
6/3/2019 13:30,21.825867,20.632299,16.423584,12.256,22.065456
6/3/2019 13:45,22.437,21.143999,21.358444,12.04176,22.437
6/3/2019 14:00,22.3095,20.922422,19.831501,11.469,22.437
6/3/2019 14:15,21.198633,20.806,18.411179,10.625,22.437
6/3/2019 14:30,22.268999,20.694468,17.6,10.625,22.437
6/3/2019 14:45,23.337,18.739285,19.346388,10.4725,22.437
6/3/2019 15:00,23.520866,17.825001,21.373466,10.175,22.437
6/3/2019 15:15,24.125,18.306444,23.027288,10.336978,22.437
6/3/2019 15:30,24.125,16.871916,21.008644,10.963,23.222
6/3/2019 15:45,24.125,15.738189,20.131001,10.963,22.161955
6/3/2019 16:00,23.9025,14.740444,21.25499,11.256939,22.830999
6/3/2019 16:15,23.775961,14.750422,19.165689,10.797922,22.830999
6/3/2019 16:30,24.743999,16.7845,18.950001,9.152895,22.830999
6/3/2019 16:45,24.284466,18.626749,18.950001,8.160761,22.830999
6/3/2019 17:00,24.011999,18.984493,18.129583,7.588,22.459072
6/3/2019 17:15,23.54825,19.572372,18.830679,7.588,22.437
6/3/2019 17:30,21.028757,19.2875,20.444,8.278389,22.437
6/3/2019 17:45,18.106001,18.613001,18.736788,8.164678,22.437
6/3/2019 18:00,18.106001,17.347151,17.819233,7.215889,22.05575
6/3/2019 18:15,19.594543,15.164061,15.969,6.8,21.312
6/3/2019 18:30,16.645105,14.787,15.35,6.8,19.505545
6/3/2019 18:45,17.246166,14.349889,15.35,6.8,21.225672
6/3/2019 19:00,15.230589,14.225,15.35,6.8,19.837511
6/3/2019 19:15,14.394,14.225,15.35,6.8,21.312
6/3/2019 19:30,13.79025,13.727433,14.849555,6.8,19.039772
6/3/2019 19:45,13.719,13.719,13.926666,6.8,15.734361
6/3/2019 20:00,12.970494,13.2765,13.302545,5.938861,14.365639
6/3/2019 20:15,11.356,13.269,12.532717,5.731,13.526
6/3/2019 20:30,11.265455,13.269,11.863,5.731,12.931
6/3/2019 20:45,10.794,12.961044,11.863,5.731,12.625999
6/3/2019 21:00,10.644716,12.931,11.2652,5.731,11.913778
6/3/2019 21:15,10.287,12.4977,11.061,5.731,11.187
6/3/2019 21:30,10.169228,12.312,10.231,5.731,10.82325
6/3/2019 21:45,9.556,11.73825,10.231,5.691972,10.512
6/3/2019 22:00,9.556,11.637,9.9835,5.45,10.059278
6/3/2019 22:15,9.116208,11.324294,9.781,5.45,9.95
6/3/2019 22:30,9.106,10.906,8.994,5.45,9.7075
6/3/2019 22:45,9.106,10.175,8.851501,5.245322,9.5
6/3/2019 23:00,9.207472,9.706578,8.319,5.112,8.895
6/3/2019 23:15,9.387,9.387,8.319,5.112,8.6
6/3/2019 23:30,9.387,9.387,8.2215,5.112,8.6
6/3/2019 23:45,9.700194,9.387,7.869,5.112,8.6
6/4/2019 0:00,9.838,9.3198,7.869,5.112,8.6
6/4/2019 0:15,9.800789,9.291217,7.869,5.112,8.142628
6/4/2019 0:30,9.444,9.838,7.869,5.112,7.981
6/4/2019 0:45,9.444,9.378334,7.80775,5.112,7.981
6/4/2019 1:00,9.444,9.05,7.644,5.112,8.051416
6/4/2019 1:15,9.412078,9.05,7.644,5.065195,8.488
6/4/2019 1:30,9.106,8.6847,7.644,4.775,8.488
6/4/2019 1:45,9.106,8.488,7.644,4.775,8.094627
6/4/2019 2:00,8.640789,8.488,7.644,4.775,7.966722
6/4/2019 2:15,8.544,8.488,7.644,4.775,7.531
6/4/2019 2:30,8.1715,8.488,7.081,4.762794,7.531
6/4/2019 2:45,7.812511,8.345722,6.71725,4.606,7.531
6/4/2019 3:00,7.138,8.094,6.406,4.606,7.531
6/4/2019 3:15,6.897161,7.97775,6.406,4.606,7.188217
6/4/2019 3:30,6.575,7.419,6.406,4.434522,7.138
6/4/2019 3:45,6.575,7.419,6.406,4.1,7.138
6/4/2019 4:00,6.575,7.419,6.406,4.1,7.045294
6/4/2019 4:15,6.575,7.419,6.406,4.1,6.687
6/4/2019 4:30,6.575,7.419,6.406,4.1,6.687
6/4/2019 4:45,6.638478,7.419,6.406,4.1,6.687
6/4/2019 5:00,6.969,7.834,6.406,4.1,6.652466
6/4/2019 5:15,6.969,7.869,6.181,4.1,6.519
6/4/2019 5:30,6.969,7.869,6.181,4.1,6.519
6/4/2019 5:45,6.969,7.869,6.181,4.1,6.519
6/4/2019 6:00,6.617611,7.711328,5.853985,4.1,6.519
6/4/2019 6:15,6.463,7.588,5.844,4.1,6.519
6/4/2019 6:30,6.456722,7.7322,5.844,4.1,6.519
6/4/2019 6:45,6.237,8.206,5.844,4.1,6.519
6/4/2019 7:00,6.237,8.335145,5.844,4.1,6.6415
6/4/2019 7:15,6.4902,8.6,5.844,4.2525,6.969
6/4/2019 7:30,7.081,8.6,5.844,4.55,6.969
6/4/2019 7:45,7.081,8.848512,5.900839,4.55,6.969
6/4/2019 8:00,7.081,9.444,6.631,5.080518,6.969
6/4/2019 8:15,7.685958,10.384067,6.933883,5.694244,6.969
6/4/2019 8:30,8.037088,10.4,7.7,5.9,7.553324
6/4/2019 8:45,8.488,10.4,8.002623,5.9,7.588
6/4/2019 9:00,9.044373,11.240484,8.319,6.278461,8.065655
6/4/2019 9:15,9.921778,11.244,8.319,6.767661,8.094
6/4/2019 9:30,12.917489,11.244,8.319,7.762567,10.673978
6/4/2019 9:45,17.130644,11.244,8.761084,8.544,15.819122
6/4/2019 10:00,18.072567,12.645083,10.552134,8.257977,17.8995
6/4/2019 10:15,18.6127,13.437,11.187,9.174855,19.860538
6/4/2019 10:30,20.131001,13.788667,11.187,10.304422,21.031
6/4/2019 10:45,20.350601,14.281,10.437928,10.401667,20.688711
6/4/2019 11:00,20.863001,13.381,11.199778,9.838,20.187
6/4/2019 11:15,20.049374,13.0715,13.074889,11.187,20.187
6/4/2019 11:30,19.794001,12.762,14.45,12.060367,21.559116
6/4/2019 11:45,20.111656,13.046556,12.667333,13.644189,22.044001
6/4/2019 12:00,20.299999,12.902411,9.86,14.1335,23.074095
6/4/2019 12:15,20.800377,12.196773,8.524911,14.281,24.043571
6/4/2019 12:30,21.312,10.765783,8.268556,13.259989,23.5665
6/4/2019 12:45,22.117001,8.893867,9.275,12.144,24.603815
6/4/2019 13:00,22.212,8.435717,10.85,15.223268,25.650249
6/4/2019 13:15,22.212,10.28,10.85,14.423211,24.97525
6/4/2019 13:30,22.212,11.495,11.451045,13.200251,25.419001
6/4/2019 13:45,22.212,15.010744,13.545425,13.390573,25.419001
6/4/2019 14:00,22.883095,18.118816,13.662,15.181,23.885733
6/4/2019 14:15,23.281,19.029121,14.914633,15.181,24.805595
6/4/2019 14:30,23.281,17.0825,17.201694,15.030739,23.467251
6/4/2019 14:45,23.281,15.21875,19.07478,14.45,23.056
6/4/2019 15:00,23.281,15.588833,17.1586,12.682611,25.264
6/4/2019 15:15,23.281,14.241274,17.286482,12.701416,26.36949
6/4/2019 15:30,23.3535,14.490578,17.375,15.035033,25.293501
6/4/2019 15:45,23.731001,15.631,17.804167,13.381,25.54331
6/4/2019 16:00,23.731001,16.247744,17.825001,13.381,24.766954
6/4/2019 16:15,23.731001,18.023535,17.825001,11.467344,23.856794
6/4/2019 16:30,23.9835,20.443684,18.0375,10.156905,22.873911
6/4/2019 16:45,24.181,20.469,18.275,8.293456,23.098959
6/4/2019 17:00,23.624628,19.918777,18.275,7.475,23.791512
6/4/2019 17:15,23.450001,19.231001,18.275,6.704889,25.981001
6/4/2019 17:30,22.029829,19.029751,18.500111,6.9765,23.193005
6/4/2019 17:45,22.50477,17.488001,17.706446,7.947055,20.28875
6/4/2019 18:00,22.4995,17.094002,16.202682,8.431,19.625
6/4/2019 18:15,23.2414,15.459823,15.63235,8.431,19.625
6/4/2019 18:30,22.381001,13.963989,15.058867,8.431,19.625
6/4/2019 18:45,21.696001,13.55,12.144,8.431,18.90984
6/4/2019 19:00,21.144339,13.55,11.452312,8.431,19.578039
6/4/2019 19:15,20.226723,14.04375,11.356,8.431,18.996962
6/4/2019 19:30,19.4,14.675,11.356,8.431,17.837749
6/4/2019 19:45,17.885,13.43,10.840822,8.431,17.319
6/4/2019 20:00,16.037329,12.812799,10.4,9.331,16.548889
6/4/2019 20:15,15.194,12.537,9.996756,9.257912,15.749573
6/4/2019 20:30,14.619,11.64075,9.556,8.319,15.118751
6/4/2019 20:45,13.763017,11.182289,9.556,8.053139,14.225
6/4/2019 21:00,13.662,10.85,9.122875,7.756,13.477244
6/4/2019 21:15,13.397633,10.05,8.992322,7.215872,13.044495
