,Arolla / Météo (Arolla - Pluviométrie - mm),C: Arolla / Météo (Arolla - Pluviométrie - mm) (1. Année précédente),C: Arolla / Météo (Arolla - Pluviométrie - mm) (2. Année précédente),C: Arolla / Météo (Arolla - Pluviométrie - mm) (3. Année précédente),C: Arolla / Météo (Arolla - Pluviométrie - mm) (4. Année précédente)
5/16/2019 6:45,48.155998,25.187,22.969,29.562,29.875
5/16/2019 7:00,48.155998,25.187,22.969,29.562,29.875
5/16/2019 7:15,48.155998,25.187,22.969,29.562,29.875
5/16/2019 7:30,48.155998,25.187,22.969,29.562,29.875
5/16/2019 7:45,48.155998,25.187,22.969,29.562,29.875
5/16/2019 8:00,48.155998,25.187,22.969,29.562,29.875
5/16/2019 8:15,48.155998,25.187,22.969,29.562,29.875
5/16/2019 8:30,48.155998,25.187,22.969,29.562,29.875
5/16/2019 8:45,48.155998,25.187,22.969,29.562,29.875
5/16/2019 9:00,48.155998,25.187,22.969,29.562,29.875
5/16/2019 9:15,48.155998,25.187,22.969,29.562,29.875
5/16/2019 9:30,48.155998,25.187,22.969,29.562,29.875
5/16/2019 9:45,48.155998,25.219,22.969,29.562,29.875
5/16/2019 10:00,48.155998,25.219,22.969,29.562,29.875
5/16/2019 10:15,48.155998,25.219,22.969,29.562,29.875
5/16/2019 10:30,48.155998,25.219,22.969,29.562,29.875
5/16/2019 10:45,48.155998,25.219,22.969,29.562,29.875
5/16/2019 11:00,48.155998,25.219,22.969,29.562,29.875
5/16/2019 11:15,48.155998,25.219,22.969,29.562,29.875
5/16/2019 11:30,48.155998,25.219,22.969,29.562,29.875
5/16/2019 11:45,48.155998,25.219,22.969,29.562,29.875
5/16/2019 12:00,48.155998,25.219,22.969,29.562,29.875
5/16/2019 12:15,48.155998,25.219,22.969,29.562,29.875
5/16/2019 12:30,48.155998,25.219,22.969,29.562,29.875
5/16/2019 12:45,48.155998,25.219,22.969,29.562,29.875
5/16/2019 13:00,48.155998,25.219,22.969,29.562,29.875
5/16/2019 13:15,48.155998,25.219,22.969,29.562,29.875
5/16/2019 13:30,48.155998,25.219,22.969,29.562,29.875
5/16/2019 13:45,48.155998,25.219,22.969,29.562,29.875
5/16/2019 14:00,48.155998,25.219,22.969,29.562,29.875
5/16/2019 14:15,48.155998,25.219,22.969,29.562,29.875
5/16/2019 14:30,48.155998,25.219,22.969,29.594,29.875
5/16/2019 14:45,48.155998,25.219,22.969,29.594,30.062
5/16/2019 15:00,48.155998,25.219,22.969,29.594,30.062
5/16/2019 15:15,48.155998,25.219,22.969,29.594,30.062
5/16/2019 15:30,48.155998,25.219,22.969,29.594,30.062
5/16/2019 15:45,48.155998,25.219,22.969,29.594,30.062
5/16/2019 16:00,48.155998,25.219,22.969,29.594,30.062
5/16/2019 16:15,48.155998,25.187,22.969,29.594,30.062
5/16/2019 16:30,48.155998,25.187,22.969,29.594,30.062
5/16/2019 16:45,48.155998,25.187,22.969,29.594,30.062
5/16/2019 17:00,48.155998,25.187,22.969,29.594,30.062
5/16/2019 17:15,48.155998,25.5,22.969,29.594,30.062
5/16/2019 17:30,48.155998,25.5,22.969,29.562,30.062
5/16/2019 17:45,48.155998,25.5,22.969,29.562,30.062
5/16/2019 18:00,48.155998,25.812,22.969,29.562,30.062
5/16/2019 18:15,48.155998,25.812,22.969,29.562,30.062
5/16/2019 18:30,48.155998,26,22.969,29.562,30.062
5/16/2019 18:45,48.155998,26,22.969,29.562,30.062
5/16/2019 19:00,48.155998,26,22.969,29.562,30.062
5/16/2019 19:15,48.187,26,22.969,29.562,30.062
5/16/2019 19:30,48.187,26,22.969,29.562,30.094
5/16/2019 19:45,48.187,26,22.969,29.562,30.094
5/16/2019 20:00,48.187,26,22.969,29.562,30.094
5/16/2019 20:15,48.187,26,22.969,29.562,30.094
5/16/2019 20:30,48.187,26,22.969,29.562,30.094
5/16/2019 20:45,48.187,26,22.969,29.562,30.094
5/16/2019 21:00,48.187,26,22.969,29.562,30.094
5/16/2019 21:15,48.187,26,22.969,29.562,30.094
5/16/2019 21:30,48.187,26,22.969,29.562,30.094
5/16/2019 21:45,48.187,26,22.969,29.562,30.094
5/16/2019 22:00,48.187,26,22.969,29.562,30.094
5/16/2019 22:15,48.187,26,22.969,29.562,30.094
5/16/2019 22:30,48.155998,26,22.969,29.562,30.094
5/16/2019 22:45,48.155998,26,22.969,29.562,30.094
5/16/2019 23:00,48.155998,26,22.969,29.562,30.094
5/16/2019 23:15,48.155998,26,22.969,29.562,30.094
5/16/2019 23:30,48.155998,26,22.969,29.562,30.094
5/16/2019 23:45,48.155998,26,22.969,29.562,30.094
5/17/2019 0:00,48.155998,26,22.969,29.562,30.094
5/17/2019 0:15,48.155998,26,22.969,29.562,30.094
5/17/2019 0:30,48.155998,26,22.969,29.562,30.094
5/17/2019 0:45,48.155998,26,22.969,29.562,30.094
5/17/2019 1:00,48.155998,26,22.969,29.562,30.094
5/17/2019 1:15,48.155998,26,22.969,29.562,30.094
5/17/2019 1:30,48.155998,26,22.969,29.562,30.094
5/17/2019 1:45,48.155998,26,22.969,29.562,30.062
5/17/2019 2:00,48.155998,26,22.969,29.562,30.062
5/17/2019 2:15,48.155998,26,22.969,29.562,30.062
5/17/2019 2:30,48.155998,26,22.969,29.562,30.062
5/17/2019 2:45,48.155998,26,22.969,29.562,30.062
5/17/2019 3:00,48.155998,26,22.969,29.562,30.062
5/17/2019 3:15,48.155998,26,22.969,29.562,30.062
5/17/2019 3:30,48.155998,26,22.969,29.562,30.062
5/17/2019 3:45,48.155998,26,22.969,29.562,30.062
5/17/2019 4:00,48.155998,26,22.969,29.562,30.062
5/17/2019 4:15,48.155998,26,22.969,29.562,30.062
5/17/2019 4:30,48.155998,26,22.969,29.562,30.062
5/17/2019 4:45,48.155998,26,22.969,29.562,30.062
5/17/2019 5:00,48.155998,26,22.969,29.562,30.062
5/17/2019 5:15,48.155998,26,22.969,29.562,30.062
5/17/2019 5:30,48.155998,26,22.969,29.562,30.062
5/17/2019 5:45,48.155998,26,22.969,29.562,30.062
5/17/2019 6:00,48.155998,26,22.969,29.562,30.062
5/17/2019 6:15,48.155998,26,22.969,29.562,30.062
5/17/2019 6:30,48.155998,26,22.969,29.562,30.094
5/17/2019 6:45,48.155998,26,22.969,29.562,30.094
5/17/2019 7:00,48.155998,26,22.969,29.562,30.094
5/17/2019 7:15,48.155998,26,22.969,29.562,30.094
5/17/2019 7:30,48.155998,26,22.969,29.562,30.094
5/17/2019 7:45,48.155998,26,22.969,29.562,30.094
5/17/2019 8:00,48.155998,26,22.969,29.562,30.094
5/17/2019 8:15,48.155998,26.031,22.969,29.562,30.094
5/17/2019 8:30,48.155998,26.031,22.969,29.562,30.094
5/17/2019 8:45,48.155998,26.031,22.969,29.562,30.094
5/17/2019 9:00,48.155998,26.031,22.969,29.562,30.094
5/17/2019 9:15,48.155998,26.031,22.969,29.562,30.094
5/17/2019 9:30,48.155998,26.031,22.969,29.562,30.094
5/17/2019 9:45,48.155998,26.031,22.969,29.562,30.094
5/17/2019 10:00,48.155998,26.031,22.969,29.562,30.094
5/17/2019 10:15,48.155998,26.031,22.969,29.562,30.094
5/17/2019 10:30,48.155998,26.031,22.969,29.562,30.094
5/17/2019 10:45,48.155998,26.031,22.969,29.562,30.094
5/17/2019 11:00,48.155998,26.031,22.969,29.562,30.094
5/17/2019 11:15,48.155998,26.031,22.969,29.562,30.094
5/17/2019 11:30,48.155998,26,22.969,29.562,30.094
5/17/2019 11:45,48.155998,26,22.969,29.562,30.094
5/17/2019 12:00,48.155998,26,22.969,29.562,30.094
5/17/2019 12:15,48.155998,26,22.969,29.562,30.094
5/17/2019 12:30,48.155998,26,22.969,29.594,30.094
5/17/2019 12:45,48.155998,26,22.969,29.594,30.094
5/17/2019 13:00,48.155998,26,22.969,29.594,30.094
5/17/2019 13:15,48.155998,26,22.969,29.594,30.094
5/17/2019 13:30,48.155998,26,22.969,29.594,30.094
5/17/2019 13:45,48.155998,26,22.969,29.594,30.187
5/17/2019 14:00,48.155998,26,22.969,29.594,30.187
5/17/2019 14:15,48.155998,26,22.969,29.594,30.187
5/17/2019 14:30,48.155998,26,22.969,29.594,30.187
5/17/2019 14:45,48.155998,26,22.969,29.594,30.187
5/17/2019 15:00,48.155998,26.125,22.969,29.594,30.187
5/17/2019 15:15,48.155998,26.125,22.969,29.594,30.187
5/17/2019 15:30,48.155998,26.125,22.969,29.562,30.187
5/17/2019 15:45,48.155998,26.125,22.969,29.562,30.187
5/17/2019 16:00,48.155998,26.125,22.969,29.562,30.187
5/17/2019 16:15,48.155998,26.125,22.969,29.562,30.187
5/17/2019 16:30,48.155998,26.125,22.969,29.562,30.187
5/17/2019 16:45,48.187,26.125,22.969,29.562,30.187
5/17/2019 17:00,48.187,26.125,22.969,29.562,30.187
5/17/2019 17:15,48.187,26.125,22.969,29.562,30.187
5/17/2019 17:30,48.187,26.125,22.969,29.562,30.187
5/17/2019 17:45,48.187,26.125,22.969,29.562,30.187
5/17/2019 18:00,48.187,26.125,22.969,29.562,30.187
5/17/2019 18:15,48.187,26.844,22.969,29.562,30.187
5/17/2019 18:30,48.187,26.844,22.969,29.562,30.187
5/17/2019 18:45,48.187,26.844,22.969,29.562,30.187
5/17/2019 19:00,48.187,26.844,22.969,29.562,30.187
5/17/2019 19:15,48.187,26.906,22.969,29.562,30.187
5/17/2019 19:30,48.187,26.906,22.969,29.562,30.187
5/17/2019 19:45,48.187,26.906,22.969,29.562,30.187
5/17/2019 20:00,48.155998,26.906,22.969,29.562,30.187
5/17/2019 20:15,48.155998,26.906,22.969,29.562,30.187
5/17/2019 20:30,48.155998,26.906,22.969,29.562,30.187
5/17/2019 20:45,48.155998,26.906,22.969,29.562,30.187
5/17/2019 21:00,48.155998,26.906,22.969,29.562,30.187
5/17/2019 21:15,48.155998,27.031,22.969,29.562,30.187
5/17/2019 21:30,48.155998,27.031,22.969,29.562,30.187
5/17/2019 21:45,48.155998,27.031,22.969,29.562,30.187
5/17/2019 22:00,48.155998,27.031,22.969,29.562,30.187
5/17/2019 22:15,48.155998,27.031,22.969,29.562,30.187
5/17/2019 22:30,48.155998,27.031,22.969,29.562,30.187
5/17/2019 22:45,48.155998,27.031,22.969,29.562,30.187
5/17/2019 23:00,48.155998,27.031,22.969,29.562,30.187
5/17/2019 23:15,48.155998,27.031,22.969,29.562,30.187
5/17/2019 23:30,48.344002,27.031,22.969,29.562,30.187
5/17/2019 23:45,48.344002,27.031,22.969,29.562,30.187
5/18/2019 0:00,48.344002,27.031,22.969,29.562,30.187
5/18/2019 0:15,48.562,27.031,22.969,29.562,30.187
5/18/2019 0:30,48.562,27.031,22.969,29.562,30.187
5/18/2019 0:45,48.562,27.031,22.969,29.562,30.187
5/18/2019 1:00,48.562,27.031,22.969,29.562,30.187
5/18/2019 1:15,48.562,27.031,22.969,29.562,30.187
5/18/2019 1:30,48.562,27.031,22.969,29.562,30.187
5/18/2019 1:45,48.75,27.031,22.969,29.562,30.187
5/18/2019 2:00,48.75,27.031,22.969,29.562,30.187
5/18/2019 2:15,48.75,27.031,22.969,29.562,30.187
5/18/2019 2:30,48.75,27.031,22.969,29.562,30.187
5/18/2019 2:45,48.875,27.031,22.969,29.562,30.187
5/18/2019 3:00,48.875,27.031,22.969,29.562,30.187
5/18/2019 3:15,48.875,27.031,22.969,29.562,30.187
5/18/2019 3:30,48.875,27.031,22.969,29.562,30.187
5/18/2019 3:45,48.875,27.031,22.969,29.562,30.187
5/18/2019 4:00,48.875,27.031,22.969,29.562,30.187
5/18/2019 4:15,48.875,27.031,22.969,29.562,30.187
5/18/2019 4:30,48.875,27.031,22.969,29.562,30.187
5/18/2019 4:45,48.875,27.031,22.969,29.562,30.187
5/18/2019 5:00,48.875,27.031,22.969,29.562,30.187
5/18/2019 5:15,48.875,27.031,22.969,29.562,30.187
5/18/2019 5:30,48.875,27.031,22.969,29.562,30.187
5/18/2019 5:45,48.875,27.031,22.969,29.562,30.187
5/18/2019 6:00,48.875,27.031,22.969,29.562,30.187
5/18/2019 6:15,48.875,27.031,22.969,29.562,30.187
5/18/2019 6:30,48.875,27.031,22.969,29.562,30.187
5/18/2019 6:45,48.875,27.031,22.969,29.562,30.187
5/18/2019 7:00,48.875,27.031,22.969,29.562,30.187
5/18/2019 7:15,48.875,27.031,22.969,29.562,30.187
5/18/2019 7:30,48.875,27.031,22.969,29.562,30.187
5/18/2019 7:45,48.875,27.031,22.969,29.562,30.187
5/18/2019 8:00,48.969002,27.031,22.969,29.562,30.187
5/18/2019 8:15,48.969002,27.031,22.969,29.562,30.187
5/18/2019 8:30,48.969002,27.031,22.969,29.562,30.187
5/18/2019 8:45,48.969002,27.031,22.969,29.562,30.187
5/18/2019 9:00,48.969002,27.031,22.969,29.562,30.187
5/18/2019 9:15,48.969002,27.031,22.937,29.562,30.187
5/18/2019 9:30,48.969002,27.031,22.937,29.562,30.187
5/18/2019 9:45,48.969002,27.031,22.937,29.562,30.187
5/18/2019 10:00,48.969002,27.031,22.937,29.562,30.187
5/18/2019 10:15,48.969002,27.031,22.937,29.562,30.187
5/18/2019 10:30,48.969002,27.031,22.937,29.562,30.187
5/18/2019 10:45,48.969002,27.031,22.937,29.562,30.187
5/18/2019 11:00,48.969002,27.031,22.937,29.594,30.187
5/18/2019 11:15,48.969002,27.031,22.937,29.594,30.187
5/18/2019 11:30,48.969002,27.031,23.156,29.594,30.187
5/18/2019 11:45,48.969002,27.031,23.156,29.594,30.187
5/18/2019 12:00,48.969002,27.031,23.156,29.594,30.187
5/18/2019 12:15,48.969002,27.031,23.375,29.594,30.187
5/18/2019 12:30,48.969002,27.031,23.687,29.594,30.187
5/18/2019 12:45,48.969002,27.031,23.687,29.594,30.187
5/18/2019 13:00,48.969002,27.031,23.687,29.594,30.187
5/18/2019 13:15,48.969002,27.031,23.687,29.594,30.187
5/18/2019 13:30,48.969002,27.031,23.687,29.594,30.187
5/18/2019 13:45,48.969002,27.031,23.687,29.562,30.187
5/18/2019 14:00,48.969002,27.031,23.687,29.562,30.187
5/18/2019 14:15,48.969002,27.031,23.687,29.562,30.187
5/18/2019 14:30,48.969002,27.031,23.687,29.562,30.187
5/18/2019 14:45,48.969002,27.031,23.687,29.562,30.187
5/18/2019 15:00,48.969002,27.031,23.687,29.562,30.187
5/18/2019 15:15,48.969002,27.031,23.687,29.562,30.187
5/18/2019 15:30,48.969002,27.031,23.687,29.562,30.187
5/18/2019 15:45,48.969002,27.031,23.687,29.562,30.187
5/18/2019 16:00,48.969002,27.031,23.687,29.562,30.187
5/18/2019 16:15,48.969002,27.031,23.687,29.562,30.187
5/18/2019 16:30,48.969002,27.031,23.687,29.562,30.187
5/18/2019 16:45,48.969002,27.031,23.687,29.562,30.187
5/18/2019 17:00,48.969002,27.031,23.687,29.562,30.187
5/18/2019 17:15,48.969002,27.031,23.687,29.562,30.187
5/18/2019 17:30,48.969002,27.031,23.687,29.562,30.187
5/18/2019 17:45,48.969002,27.031,23.687,29.562,30.187
5/18/2019 18:00,48.969002,27.031,23.687,29.562,30.187
5/18/2019 18:15,48.969002,27.031,23.687,29.562,30.187
5/18/2019 18:30,48.969002,27.031,23.687,29.562,30.187
5/18/2019 18:45,48.969002,27.031,23.687,29.562,30.187
5/18/2019 19:00,48.969002,27.031,23.687,29.562,30.187
5/18/2019 19:15,48.969002,27.031,23.906,29.562,30.187
5/18/2019 19:30,48.969002,27.031,23.906,29.562,30.187
5/18/2019 19:45,48.969002,27.031,23.906,29.562,30.187
5/18/2019 20:00,48.969002,27.031,23.906,29.562,30.187
5/18/2019 20:15,48.969002,27.031,23.906,29.562,30.187
5/18/2019 20:30,48.969002,27.031,23.906,29.562,30.187
5/18/2019 20:45,48.969002,27.031,23.906,29.562,30.187
5/18/2019 21:00,48.969002,27.031,23.906,29.562,30.187
5/18/2019 21:15,48.969002,27.031,24,29.562,30.187
5/18/2019 21:30,48.969002,27.031,24,29.562,30.187
5/18/2019 21:45,48.969002,27.031,24,29.562,30.187
5/18/2019 22:00,48.969002,27.031,24,29.562,30.187
5/18/2019 22:15,48.969002,27.031,24,29.562,30.187
5/18/2019 22:30,48.969002,27.031,24.219,29.562,30.187
5/18/2019 22:45,48.969002,27.031,24.219,29.562,30.187
5/18/2019 23:00,48.969002,27.031,24.219,29.562,30.187
5/18/2019 23:15,48.969002,27.031,24.219,29.562,30.187
5/18/2019 23:30,48.969002,27.031,24.219,29.562,30.187
5/18/2019 23:45,48.969002,27.031,24.219,29.562,30.187
5/19/2019 0:00,48.969002,27.031,24.219,29.562,30.187
5/19/2019 0:15,48.969002,27.031,24.219,29.562,30.187
5/19/2019 0:30,48.969002,27.031,24.687,29.562,30.187
5/19/2019 0:45,48.969002,27.031,24.687,29.781,30.187
5/19/2019 1:00,48.969002,27.031,24.687,29.781,30.187
5/19/2019 1:15,48.969002,27.031,24.687,30.281,30.187
5/19/2019 1:30,48.969002,27.031,24.687,31,30.187
5/19/2019 1:45,48.969002,27.031,24.906,32.530998,30.187
5/19/2019 2:00,48.969002,27.031,24.906,33.344002,30.187
5/19/2019 2:15,48.969002,27.031,26.344,33.344002,30.187
5/19/2019 2:30,48.969002,27.031,27.062,33.75,30.187
5/19/2019 2:45,48.969002,27.031,27.656,33.75,30.187
5/19/2019 3:00,48.969002,27.031,28.062,34.25,30.187
5/19/2019 3:15,48.969002,27.031,28.062,34.625,30.187
5/19/2019 3:30,48.969002,27.031,29.5,34.625,30.187
5/19/2019 3:45,48.969002,27.031,29.969,34.625,30.187
5/19/2019 4:00,48.969002,27.031,29.969,34.75,30.187
5/19/2019 4:15,48.969002,27.031,30.281,34.75,30.187
5/19/2019 4:30,48.969002,27.031,30.281,34.75,30.187
5/19/2019 4:45,48.969002,27.031,30.719,34.75,30.187
5/19/2019 5:00,48.969002,27.031,31.531,34.75,30.187
5/19/2019 5:15,48.969002,27.031,31.906,34.75,30.187
5/19/2019 5:30,48.969002,27.031,32.530998,34.75,30.187
5/19/2019 5:45,48.969002,27.031,32.530998,35.344002,30.187
5/19/2019 6:00,48.969002,27.031,33.155998,36.187,30.187
5/19/2019 6:15,48.969002,27.031,33.655998,36.187,30.187
5/19/2019 6:30,49,27.031,33.655998,36.469002,30.187
5/19/2019 6:45,49,27.031,33.655998,36.905998,30.187
5/19/2019 7:00,49,27.031,33.655998,36.905998,30.187
5/19/2019 7:15,49,27.031,33.655998,37.405998,30.187
5/19/2019 7:30,49,27.031,33.655998,37.405998,30.187
5/19/2019 7:45,49,27.031,33.655998,37.405998,30.187
5/19/2019 8:00,49,27.031,33.655998,37.594002,30.187
5/19/2019 8:15,49,27.031,33.75,37.594002,30.187
5/19/2019 8:30,49,27.031,33.75,37.594002,30.187
5/19/2019 8:45,49,27.031,33.75,37.594002,30.187
5/19/2019 9:00,49,27.031,33.75,37.594002,30.187
5/19/2019 9:15,48.969002,27.031,33.75,37.594002,30.187
5/19/2019 9:30,48.969002,27.031,33.75,37.594002,30.187
5/19/2019 9:45,48.969002,27.031,33.75,37.594002,30.187
5/19/2019 10:00,48.969002,27.031,33.75,37.594002,30.187
5/19/2019 10:15,48.969002,27.031,33.75,37.594002,30.187
5/19/2019 10:30,48.969002,27.031,33.75,37.594002,30.187
5/19/2019 10:45,48.969002,27.031,33.75,37.594002,30.187
5/19/2019 11:00,48.969002,27.031,33.75,38,30.187
5/19/2019 11:15,48.969002,27.031,33.75,38,30.187
5/19/2019 11:30,48.969002,27.031,33.75,38,30.187
5/19/2019 11:45,48.969002,27.031,34.25,38,30.187
5/19/2019 12:00,48.969002,27.031,34.25,38,30.187
5/19/2019 12:15,48.969002,27.031,34.469002,38,30.187
5/19/2019 12:30,48.969002,27.031,34.469002,38.312,30.187
5/19/2019 12:45,48.969002,27.031,34.469002,38.312,30.187
5/19/2019 13:00,48.969002,27.031,34.75,38.312,30.187
5/19/2019 13:15,48.969002,27.031,35.280998,38.312,30.187
5/19/2019 13:30,48.969002,27.031,36.312,38.312,30.469
5/19/2019 13:45,48.969002,27.031,37.530998,38.312,30.469
5/19/2019 14:00,48.969002,27.031,39.469002,38.312,31.094
5/19/2019 14:15,49.5,27.031,40.062,38.312,31.5
5/19/2019 14:30,49.5,27.031,40.655998,38.405998,31.5
5/19/2019 14:45,49.5,27.031,40.655998,38.405998,31.5
5/19/2019 15:00,0.031,27.031,41.062,38.405998,31.5
5/19/2019 15:15,0.812,27.031,41.062,38.405998,31.5
5/19/2019 15:30,1.437,27.031,41.062,38.405998,31.5
5/19/2019 15:45,2.25,27.031,41.062,38.405998,31.5
5/19/2019 16:00,2.25,27.031,41.062,38.405998,31.5
5/19/2019 16:15,2.75,27.031,41.062,38.405998,31.719
5/19/2019 16:30,2.75,27.031,41.062,38.405998,31.719
5/19/2019 16:45,3.062,27.031,41.187,38.405998,31.719
5/19/2019 17:00,3.062,27.031,41.187,38.405998,31.719
5/19/2019 17:15,3.062,27.031,41.187,38.405998,31.719
5/19/2019 17:30,3.156,27.031,41.187,38.405998,31.719
5/19/2019 17:45,3.156,27.031,41.187,38.405998,31.719
5/19/2019 18:00,3.156,27.031,41.187,38.405998,31.719
5/19/2019 18:15,3.156,27.031,41.187,38.405998,31.719
5/19/2019 18:30,3.156,27.031,41.187,38.405998,31.719
5/19/2019 18:45,3.156,27.031,41.187,38.405998,31.906
5/19/2019 19:00,3.156,27.031,41.187,38.405998,31.906
5/19/2019 19:15,3.156,27.031,41.187,38.405998,31.906
5/19/2019 19:30,3.156,27.031,41.187,38.405998,31.906
5/19/2019 19:45,3.156,27.031,41.187,38.405998,31.906
5/19/2019 20:00,4.594,27.031,41.187,38.405998,31.906
5/19/2019 20:15,5.797,27.031,41.187,38.405998,31.906
5/19/2019 20:30,7,27.031,41.187,38.405998,31.906
5/19/2019 20:45,8.203,27.125,41.187,38.405998,31.906
5/19/2019 21:00,9.406,27.125,41.187,38.405998,31.906
5/19/2019 21:15,11.437,27.125,41.187,38.405998,31.906
5/19/2019 21:30,12.469,27.125,41.187,38.405998,31.906
5/19/2019 21:45,13.281,27.125,41.187,38.405998,31.906
5/19/2019 22:00,15,27.125,41.187,38.405998,31.906
5/19/2019 22:15,15.625,27.125,41.187,38.405998,31.906
5/19/2019 22:30,15.625,27.125,41.187,38.405998,31.906
5/19/2019 22:45,15.625,27.125,41.187,38.405998,31.906
5/19/2019 23:00,15.812,27.125,41.187,38.405998,31.906
5/19/2019 23:15,15.812,27.125,41.187,38.405998,31.906
5/19/2019 23:30,15.812,27.125,41.187,38.405998,31.906
5/19/2019 23:45,15.812,27.125,41.187,38.405998,31.906
5/20/2019 0:00,15.812,27.125,41.187,38.405998,31.906
5/20/2019 0:15,15.937,27.125,41.187,38.405998,31.906
5/20/2019 0:30,15.937,27.125,41.187,38.405998,31.906
5/20/2019 0:45,16.531,27.125,41.187,38.405998,31.906
5/20/2019 1:00,17.031,27.125,41.187,38.405998,31.906
5/20/2019 1:15,17.562,27.125,41.187,38.405998,31.906
5/20/2019 1:30,17.562,27.125,41.187,38.405998,31.906
5/20/2019 1:45,17.562,27.125,41.187,38.405998,31.906
5/20/2019 2:00,17.875,27.156,41.187,38.405998,31.906
5/20/2019 2:15,17.875,27.156,41.187,38.405998,31.906
5/20/2019 2:30,17.875,27.156,41.187,38.405998,31.906
5/20/2019 2:45,18.187,27.156,41.187,38.405998,31.906
5/20/2019 3:00,18.187,27.156,41.187,38.405998,31.906
5/20/2019 3:15,18.187,27.156,41.187,38.405998,31.906
5/20/2019 3:30,18.469,27.156,41.187,38.405998,31.906
5/20/2019 3:45,18.469,27.156,41.187,38.405998,31.906
5/20/2019 4:00,18.875,27.156,41.187,38.405998,31.906
5/20/2019 4:15,19.281,27.156,41.187,38.405998,31.906
5/20/2019 4:30,19.281,27.156,41.187,38.405998,31.906
5/20/2019 4:45,19.687,27.156,41.187,38.405998,32.125
5/20/2019 5:00,20.094,27.156,41.187,38.405998,32.125
5/20/2019 5:15,20.625,27.156,41.187,38.405998,32.437
5/20/2019 5:30,20.625,27.156,41.187,38.405998,32.437
5/20/2019 5:45,21.125,27.156,41.187,38.405998,32.437
5/20/2019 6:00,21.656,27.156,41.187,38.405998,32.625
5/20/2019 6:15,22.344,27.156,41.187,38.405998,32.625
5/20/2019 6:30,23.062,27.156,41.187,38.405998,32.625
5/20/2019 6:45,23.562,27.125,41.187,38.405998,32.625
5/20/2019 7:00,24.094,27.125,41.187,38.405998,32.625
5/20/2019 7:15,24.094,27.125,41.187,38.405998,32.625
5/20/2019 7:30,24.594,27.125,41.187,38.405998,32.625
5/20/2019 7:45,24.969,27.125,41.187,38.405998,32.625
5/20/2019 8:00,24.969,27.125,41.187,38.405998,32.625
5/20/2019 8:15,25.5,27.125,41.187,38.405998,32.625
5/20/2019 8:30,26,27.125,41.187,38.405998,32.625
5/20/2019 8:45,26.406,27.125,41.187,38.405998,32.625
5/20/2019 9:00,26.406,27.125,41.187,38.405998,32.625
5/20/2019 9:15,26.406,27.125,41.187,38.405998,32.625
5/20/2019 9:30,26.75,27.125,41.187,38.405998,32.625
5/20/2019 9:45,26.75,27.344,41.187,38.405998,32.625
5/20/2019 10:00,27.125,27.344,41.187,38.405998,32.625
5/20/2019 10:15,27.125,27.344,41.187,38.405998,32.625
5/20/2019 10:30,27.125,27.344,41.187,38.405998,32.625
5/20/2019 10:45,27.437,27.344,41.187,38.405998,32.625
5/20/2019 11:00,27.437,27.344,41.187,38.405998,32.625
5/20/2019 11:15,27.437,27.344,41.187,38.405998,32.625
5/20/2019 11:30,27.844,27.344,41.187,38.405998,32.625
5/20/2019 11:45,27.844,27.344,41.187,38.405998,32.625
5/20/2019 12:00,27.844,27.344,41.187,38.405998,32.625
5/20/2019 12:15,28.062,27.625,41.187,38.405998,32.625
5/20/2019 12:30,28.062,28.25,41.187,38.405998,32.625
5/20/2019 12:45,28.062,28.25,41.187,38.405998,32.625
5/20/2019 13:00,28.344,28.781,41.187,38.405998,32.625
5/20/2019 13:15,28.344,28.781,41.187,38.405998,32.625
5/20/2019 13:30,28.344,29.187,41.187,38.405998,32.625
5/20/2019 13:45,28.656,29.562,41.187,38.405998,32.625
5/20/2019 14:00,28.656,29.562,41.187,38.405998,32.625
5/20/2019 14:15,28.656,29.562,41.187,38.405998,32.625
5/20/2019 14:30,28.969,29.562,41.187,38.405998,32.625
5/20/2019 14:45,28.969,29.781,41.187,38.405998,32.625
5/20/2019 15:00,29.25,29.781,41.187,38.405998,32.625
5/20/2019 15:15,29.25,29.781,41.187,38.405998,32.625
5/20/2019 15:30,29.687,29.781,41.187,38.405998,32.844002
5/20/2019 15:45,29.687,29.781,41.187,38.405998,32.844002
5/20/2019 16:00,30.094,29.781,41.187,38.405998,33.155998
5/20/2019 16:15,30.094,29.781,41.187,38.405998,33.155998
5/20/2019 16:30,30.094,29.781,41.187,38.405998,33.155998
5/20/2019 16:45,30.469,29.781,41.187,38.405998,33.437
5/20/2019 17:00,31,29.781,41.187,38.405998,33.437
5/20/2019 17:15,31,29.781,41.187,38.405998,33.719002
5/20/2019 17:30,31.531,29.781,41.187,38.405998,33.719002
5/20/2019 17:45,31.531,29.969,41.187,38.405998,34.25
5/20/2019 18:00,31.875,29.969,41.187,38.405998,34.25
5/20/2019 18:15,32.219002,29.969,41.187,38.405998,34.530998
5/20/2019 18:30,32.219002,29.969,41.187,38.405998,34.530998
5/20/2019 18:45,32.219002,29.969,41.187,38.405998,34.530998
5/20/2019 19:00,32.625,29.969,41.187,38.437,34.75
5/20/2019 19:15,32.625,29.969,41.187,38.437,34.75
5/20/2019 19:30,32.844002,29.969,41.187,38.437,34.75
5/20/2019 19:45,32.844002,29.969,41.187,38.437,34.75
5/20/2019 20:00,32.844002,29.969,41.187,38.437,34.75
